reviewer
Edmund P. Robinson
Richard Mycroft
Tássio Naia
Corrado Biasi
Martin Lange
C. Barry Jay
Andre Scedrov
Max I. Kanovich
Mitsuhiro Okada
Miguel Palomino
Kazuyuki Asada
Lingyun Luo
Matthias M. Hölzl
Max Meier
Oleksandr Manzyuk
Bob Coecke
Guilhem Moulin
Jean-Philippe Bernardy
Thierry Coquand
Angelo Troina
Agostino Cortesi
Sabina Rossi
Jonathan Eifrig
Scott F. Smith 0001
Valery Trifonov
Jurriaan Rot
Robert S. R. Myers
Graham Hutton
Thorsten Altenkirch
Jérémy Planul
Martín Abadi
Zakaria Bouziane
Jesper Nyholm Jensen
Ulrik Frendrup
Patrick Lincoln
Christoph Rauch
Sergey Goncharov 0001
Germán Hüttemann
Joaquín Lima
Juan Ricart
Daniel A. Quiroz
José Zamora
Maya Stein
Sebastián Bustamante
Dominique Bolignano
Mario Bravetti
Annegret Wagler
Gabriela R. Argiroffo
Yanina Lucarini
José Ramón Pasillas-Díaz
Sylvie Ratté
Robert Rand 0001
Steve Zdancewic
Daniel F. D. Posner
Mitre Costa Dourado
Moisés T. Carvalho
Alfonso Sandoval Rosas
José Luis Alejos Martínez
Alessandro Hill
Edna Ayako Hoshino
Fabio Henrique N. Abe
Roberto Baldacci
Daniela Petrisan
Barbara König 0001
Gustavo Santos-García
Qi Li
Xudong Guan
David A. Basin
Amit Patel 0001
John C. Mitchell
Vitaly Shmatikov
Viviana Bono
Mike Behrisch
Sebastian Kerkhoff
Petr Jancar
Wolfgang Jeltsch
L. J. Steggles
Piotr Kosiuczenko
Guy Beaulieu
Austin Melton
Michael G. Main
Cristian A. Martínez
Irene Loiseau
Mauricio G. C. Resende
Silvia Luz Rodríguez
Xu Wang 0001
Pierre-Cyrille Héam
Yohan Boichut
Guohua Wu
Xiaoyong Xi
Razvan Diaconescu
Michael Baldamus
Radha Jagadeesan
Michael Backes 0001
Pedro Arraes
André Luiz Pires Guedes
Fabricio Schiavon Kolberg
Marina Groshaus
M. Andrew Moshier
Mathias Kegelmann
François Lamarche
Marco Carbone
Clément Houtmann
Giovane Mansan
Andrea Schalk
José Juan Palacios Pérez
J. Andres Montoya
Kristian Støvring
Jean-Yves Marion
Marco Gaboardi
Lucas R. Yoshimura
A. V. Barbosa
Flávio L. C. de Moura
Pedro Sánchez Terraf
Leandro Montero
Sylvain Legay
Simon Docherty
Mihaela Sighireanu
Ilaria Castellani
Cai Wingfield
Christopher Landauer
Zhenchao Lyu
Christoph Benzmüller
Manfred Kerber
Camilo Rocha
Carlos Pinzón
Daniel Leivant
Jiho Kim
Mohamed A. El-Zawawy
Ruggero Lanotte
Matija Pretnar
Enrico Denti
Steven J. Vickers
Lars Helge Haß
Dongsheng Zhao
Gaolin Li
George J. Pappas
Paulo Tabuada
Michel P. Schellekens
Björn Victor
Kidane Yemane
Cristiane M. Sato
Roberto F. Parente
Sandi Klavzar
Valentin Gledel
Vesna Irsic
Kidane Yemane Weldemariam
Krzysztof Worytkiewicz
Anjolina Grisi de Oliveira
Ekaterina Komendantskaya
Yves Bertot
João Neto
J. B. Wells
Tobias Schmidt-Samoa
Jorge Julien Rivera Tito
Juan C. Gutiérrez-Cáceres
Karla Mariel Fernández Fabián
Pamela C. Laguna Laura
Vicente Enrique Machaca Arceda
Mário Florido
Baltasar Trancón y Widemann
Michael Hauhs
Kazuhiro Ogata 0001
Masaki Nakamura 0001
Charles Morgan
Samuel G. Da Silva
Valeria de Paiva
Carolin Denkert
Ekkehard Köhler
Jesse Beisegel
Martin Strehler 0001
Matjaz Krnc
Nevena Pivac
Robert Scheffler
Nicolas Guenot
Taus Brock-Nannestad
Christelle Braun
Konstantinos Chatzikokolakis 0001
Thomas Gehrke
Christos Tselios
Dimitris Bitzas
Javier Montesa
Konstantinos Moustakas
Stavros Nousias
José Espírito Santo
Christian Urban
Julien Narboux
John Longley
Kim G. Larsen
Chongxia Lu
Kay-Jeannette Nüssler
Bill Roscoe
Thomas Christopher Newcomb
Seán Matthews
Natalia Novak
Michael D. Pedersen
Ranald Clouston
Oana Andrei
Beniamino Accattoli
André Ebling Brondani
Carla Silva Oliveira
Francisca Andrea Macedo França
Leonardo Silva de Lima
Ola Angelsmark
Jules Chouquet
Robert Glück
Luis Fariñas del Cerro
Marc Pouzet
Paul Caspi
Pieter J. W. Hofstra
Régis Gascon
Radhia Cousot
Exequiel Rivas
Ezequiel Postan
Mauro Jaskelioff
Hiroyuki Miyoshi
Andrzej S. Murawski
Bin Zhao
Guido Martínez
Mathias Samuelides
Henning Urbat
Laís Andrade
Ruan Carvalho
Rocco De Nicola
Rosario Pugliese
Hans Olsén
Laurent Fribourg
Chong Shen 0003
Mikkel Bundgaard
Eyvind W. Axelsen
Olaf Owe
Alexsandro Oliveira Alexandrino
Guilherme Henrique Santos Miranda
Massimo Bartoletti
Roberto Zunino
Anubis Graciela de Moraes Rossetto
Carlos Oberdan Rolim
Cláudio Fernando Resin Geyer
Felipe Weber Fehlberg
Luciano Cavalheiro da Silva
Valderi R. Q. Leithardt
Ana C. Calderon
Tomás Brázdil
Vojtech Forejt
Václav Brozek
Marta Rukoz
Rafael Angarita
Yudith Cardinale
Bruce M. Kapron
Dilian Gurov
Sergey Berezin
Sascha Ossowski
Cibele Matos Freire
Maria Inés Lopez Pujato
Maria Patricia Dobson
Valeria A. Leoni
Ferdinanda Camporesi
Jérôme Feret
Eike Ritter
José Nuno Oliveira
Josh Berdine
Ramyaa Ramyaa
Horacio Pascual Leone
María Luciana Roldán
Silvio Gonnet
Giuseppe Rosolini
Jörn Ossowski
Piergiorgio Bertoli
Adam Antonik
Emmanuel Sávio Silva Freire
Enyo José Tavares Gonçalves
Marcius Gomes Brandão
Mariela Inés Cortés
Yrleyjânder Salmito Lopes
Andreas Rossberg
Arve Gengelbach
Tjark Weber
Gianluca Amato
Jose F. Quesada
Eijiro Sumii
Vasileios Koutavas
Patricia Bouyer
Eugen-Ioan Goriac
Gheorghe Grigoras
Peter J. Freyd
Helle Hvid Hansen
Philipp Sünderhauf
Nathan J. Bowler
Andrzej Wasowski
Ulrik Nyman
Ian Mackie
Rakan Alsowail
Robert Demolombe
Hermann Puhlmann
Dietrich Kuske
Manfred Droste
Alex I. Smith
Yde Venema
Renato Neves
Johnny Feng
Álvaro Tasistro
Murdoch Gabbay
Peter Thiemann 0001
Gary T. Leavens
Krishna Kishore Dhara
Maciej Koutny
Douglas N. Hoover
Tie Hou
Yoshiki Kinoshita
Eli Shamir 0001
Orna Kupferman
Shoham Shamir
David Lesens
Hassen Saïdi
João F. L. Alcântara
Samy Sá
David Casas
Camille Salinesi
Gloria Giraldo
L. F. Rincón
Raúl Mazo
Mingyuan Wu
Dylan McDermott
Ohad Kammar
Michael Makkai
Gabriel Juhás
Joëlle Despeyroux
João Pedro W. Bernardi
Leandro M. Zatesko
Murilo V. G. da Silva
Jane Hillston
Luca Bortolussi
Vashti Galpin
Gabriela Marín
Alan Martin
François-Régis Sinot
Kaustuv Chaudhuri
Leonardo Lima
Iain C. C. Phillips
Chris D. Godsil
David E. Roberson
Marcel Kenji de Carli Silva
Pascal Zimmer
Dan E. Browne
Daniel Kuan Li Oi
Elham Kashefi
Erika Andersson
Janet Anders
Daniele Varacca
Nobuko Yoshida
Breno Piva
Alan P. Sexton
Eduardo Sany Laber
Lucas Murtinho
Chris Verhoef
Paul Klint
Claudine Chaouiya
Inês Lynce
Pedro L. Varela
Pedro T. Monteiro
Vasco M. Manquinho
Andy Poggio
Linda Briesemeister
Ana Luísa Furtado
Sylvain Gravier
Lourdes Del Carmen González-Huesca
Paige Randall North
Oliver Kutz
Luca Viganò 0001
Maria Grazia Vigliotti
Larry Moss
Elizabeth Ferreira Gouvea Goldbarg
Islame F. C. Fernandes
Marco César Goldbarg
Sílvia M. D. M. Maia
Jocelyn Simmonds
Marina Pilar
Carlos Gregorio-Rodríguez
David de Frutos-Escrig
Heinz Koeppl
Tatjana Petrov
André Rauber Du Bois
Rodrigo Geraldo Ribeiro
Samuel da Silva Feitosa
Jan Zwanenburg
Olivier Danvy
George C. Necula
Min Zhang 0007
Fabio Alessi
Gianna Bellè
Paolo Baldan
Aaron Joseph Turon
Mitchell Wand
Rob J. van Glabbeek
Thomas Anberrée
Alex Cuadros-Vargas
Célio Passos
Rafael Grandsire
Matthew de Brecht
Kim Quyên Lý
Petrucio Viana
Léo Stefanesco
Ignacio D. Viglizzo
Christiano Braga
Giorgio Bacci
Giovanni Bacci 0001
Craig A. Pastro
Hendrik Hilberdink
Flávio Keidi Miyazawa
Phablo F. S. Moura
Salma Jamoussi
Frank S. de Boer
Maurizio Gabbrielli
Adriana Balan
Rodrigo Santos
Anton Setzer
Markus Michelbrink
Andreas Holzinger
Deepika Singh
Erinc Merdivan
Adolfo Neto
Celso A. A. Kaestner
Paolo Perrone
Tobias Fritz
Jules Hedges
Fang Wang
Loris D'Antoni
Zachary Kincaid
Ajith Ramanathan
Vanessa Teague
Dieter Rautenbach
Hebert Coelho
Lucia Draque Penso
Dmitri Schamschurko
Priscila Petito
Rafael B. Teixeira
José D. Alvarado
Rodrigo Marinho
Martine Labbé
Paulo Henrique Macêdo de Araújo
Ricardo Queiroz de Araujo Fernandes
Daniel Brown
Emmanuel Beffara
David Costa 0001
Søren B. Lassen
Chunlai Zhou
James Brotherston
Julian Salamanca
Faron Moller
Hideyuki Nakashima
Zakaria Chihani
Naoki Kobayashi 0001
Reynald Affeldt
Adriana Apetrei
Ovidiu Gheorghies
Krzysztof Ciesielski
Michihiro Matsumoto
Yves-Marie Quemener
Markus Roggenbach
Till Mossakowski
Anna Ciampolini
Cesare Stefanelli
Evelina Lamma
Paola Mello
Anupam Datta
Deepak Garg 0001
Dilsun Kirli Kaynar
Jason Franklin
Fernanda Couto
Luís Felipe I. Cunha
Liliana Alcón
Marisa Gutierrez
Martin Milanic
Dimitrios Vytiniotis
Stephanie Weirich
Polina Vinogradova
Fabricio Chalub
Etienne Birmelé
Fabien de Montgolfier
Léo Planche
Anne Labroue
Andrea Jiménez
Tina Janne Schmidt
Andrea Delgado
Andrés Arrigoni
Andrés Paz
Huei Diana Lee
David A. Spooner
Andrea Formisano 0001
Eugenio G. Omodeo
Marco Temperini
François Maurel
Luís Cruz-Filipe
Pierre Letouzey
Pierre-Alain Jacqmin
Yihui Zhou
Michael Carl Tschantz
Arnaud Carayol
Andreia Mordido
Carlos Caleiro
Filipe Casal
Amy Elizabeth Furniss
Eliane Martins
M. I. P. Salas
Arthur Azevedo de Amorim
Alexey Gotsman
Byron Cook
Daniel Severín 0001
Mauro Lucci
Gerasimos Arvanitis
Otilia Kocsis
Alex K. Simpson
Matías Menni
Giorgio Levi
Marco Comini
Roberta Gori
Adenilso Simão
Valéria Farinazzo Martins
Amr Sabry
Chao-Hong Chen
Vikraman Choudhury
Kohei Honda
Martin Berger
Anamaria Gomide
Elisa de Cássia Silva Rodrigues
Jorge Stolfi
Geoff W. Hamilton
Peter D. Mosses
Daniel Diaz
Gloria Lucía Giraldo G.
Simon Perdrix
Éric Oliver Paquette
Alberto Lluch-Lafuente
Jason Parker
Paulo Sérgio Almeida
Jeffrey M. Egger
Wilson Pádua
Tudor Jebelean
Vladimiro Sassone
Stephen L. Bloom
James H. Hughes
Isi Mitrani
Peter J. B. King
Edward D. Lazowska
Hendrik Vantilborgh
Richard L. Garner
Edward G. Coffman Jr.
François Baccelli
C. Thomas Nute
Gopa Kumar
Brigitte Plateau
Y. T. Wang
L. T. Wu
Colin Whitby-Strevens
Edward E. Balkovich
Franz Kneißl
Rainer Klar
Uwe Hercksen
Wolfgang Kleinöder
Jeffrey P. Buzen
Subhash C. Agrawal
Derek L. Eager
Kenneth C. Sevcik
Jeffrey A. Brumfield
Peter J. Denning
Erol Gelenbe
R. S. Harbus
Richard B. Bunt
S. J. Plumb
Yonathan Bard
Richard A. Upton
Satish K. Tripathi
Kishor S. Trivedi
Robert A. Wagner
Raymond Marie
Gene McDaniel
Charles H. Sauer
K. Mani Chandy
Gerald A. Zeiszler
William J. Stewart
Özalp Babaoglu
Alexandre Brandwajn
John E. Shore
Giuseppe Serazzi
M. L. Bolzoni
Maria Calzarossa
P. Mapelli
K. H. Kim
Mahmoud Naghibzadeh
Patricia M. Snyder
Raymond A. Marie
Raymond M. Bryant
Robert B. Hagmann
Robert S. Fabry
Larry F. Hodges
Jonathan R. Agre
Karen D. Gordon
Lawrence W. Dowdy
Günter Haring
Alan Harbitter
Ilkka J. Haikala
Petri H. Kutvonen
Timo O. Alanko
Dale H. Grit
Rex L. Page
Manfred Ruschitzka
Douglas L. Bashioum
A. Udaya Shankar
Simon S. Lam
John Zahorjan
Connie U. Smith
David D. Loendorf
Dominique Potier
Ph. Leblanc
Axel Lehmann 0001
Guy Fayolle
C. Retna Dhas
Doug Neuse
James C. Browne
Tachen Leo Lo
Roger C. Wood
Alain Kurinckx
Guy Pujolle
Russ Blake
David H. D. Warren
Fernando Pereira 0003
Luis M. Pereira
Richard Waldinger
Zohar Manna
Arthur G. Duncan
Lawrence Yelowitz
Shmuel Katz
Stanley J. Rosenschein
Elaine Kant
Hanan Samet
Guy L. Steele Jr.
Philippe Chatelin
John Wade Ulrich
Robert Moll
David S. Wile
Neil M. Goldman
Dennis F. Kibler
James M. Neighbors
Thomas A. Standish
Randall Davis
Carl Hewitt
Henry G. Baker
Jerry R. Hobbs
Gerald Jay Sussman
Johan de Kleer
Jon Doyle
H. P. Böhm
Hans Ludwig Fischer
Peter Raulefs
Brian P. McCune
David R. Hanson
Ralph E. Griswold
Larry Travis
Masahiro Honda
Richard LeBlanc
Stephen Zeigler
Michael D. Rychener
Christopher W. Fraser
A. Oladeinde
L. Challoo
Nuri Yilmazer
Rajab Challoo
Selahattin Ozcelik
Chaitan Baru
Choonhan Youn
Eric H. Fegraus
Sandeep Chandra
Adam Belloum
Elena V. Zudilova-Seinstra
Spiros Koulouzis
Ahmed Nait-Sidi-Moh
Jaafar Gaber
Maxime Wack
Mohamed Bakhouya
Wafaa Ait-Cheik-Bihi
David Enke
Nijat Mehdiyev
Dolores Rexachs
Emilio Luque
Ronal Muresano
Martin Blom
G. Maarten Bonnema
Gerrit Muller
Jamal Safi
Andreas Knüpfer
Dominic Eschweiler
Johannes Spazier
Joseph Schuchart
Markus Geimer
Matthias S. Müller
Michael Wagner 0003
Anirban Chatterjee
Kelly Fermoyle
Padma Raghavan
Jitesh H. Panchal
Zhenghui Sha
Edward L. Jones
Hongmei Chi
Lakshmi P. Grandham
Adrien Depeursinge
Henning Müller
Amir Mollanejad
Leili Mohammad Khanli
Mohammad Zeynali
Hendrik Drachsler
Katrien Verbert
Nikos Manouselis
Olga C. Santos
Carolina Islas Sedano
J. David Schaffer
John J. Heine
Ravi Mathur
Steven Eschrich
Timothy Yeatman
Walker H. Land Jr.
Majid Ebrahim Damavandi
Samieh Shahmir
Zohre Bagherzadeh
Dacian N. Daescu
Jiang Li
Arun Kulkarni
Justin Anderson
Kouider Mokhtari
Fernando Juárez
Alexander V. Shafarenko
Clemens Grelck
Eric Lenormand
Frank Penczek
Rémi Barrère
Stephan Herhut
Sven-Bodo Scholz
George Muller
Daniel Freund 0002
Marco Lützenberger
Sahin Albayrak
Christoph Pflaum
Johannes Werner
Matthis Wohlmuth
Olga Ormandjieva
Reem Al-Nanih
Thiruvengadam Radhakrishnan
Alireza Zarghami
Brahmananda Sapkota
Marten van Sinderen
Mohammad Zarifi Eslami
Gary A. Atkinson
Mark F. Hansen
Akira Hasegawa
Hiroyuki Iida
Shogo Sone
Takeo Nakagawa
George Rebovich Jr.
Joseph K. DeRosa
Gerhard Niederbrucker
A. R. Kavitha
C. Chellamuthu
Do-won Jang
Dong-Ju Kim
Kwang-Seok Hong
Jianmin Wu
Lingfeng Niu
Yong Shi 0001
Wenjing Chen
Xiaojun Chen 0001
Yingjie Tian
Junji Mawaribuchi
Ken Sato
Kensei Tsuchida
Kenshi Nomaki
Kimio Sugita
Koichi Anada
Shinji Koka
Takeo Yaku
Mohamed Hamada 0001
Sayota Sato
Lucia Pannese
Quentin Redman
Armin B. Cremers
Pascal Bihler
Paul Imhoff
Alejandro Hernández Arieta
Konstantinos Dermitzakis
Maresa Afthinos
Muhittin Yilmaz
Naren Reddy Dhansri
Salman Mujeeba
Atulya K. Nagar
Hissam Tawfik
Rentian Huang
David L. Fraser
Pawel Gepner
Victor Gamayunov
Eduardo C. Moraes
Kellyton Brito
Silvio Romero de Lemos Meira
Carlos Paniagua
Huber Flores
Satish Narayana Srirama
Abdenour Bouzouane
Bruno Bouchard 0001
Kevin Bouchard
Eman AlDwaisan
Eman AlQuraishi
Mohammad Jeragh
Charles Clercq
Chiara Bartolozzi
Daniel Bernhard Fasnacht
Francesco Rea
Giacomo Indiveri
Giorgio Metta
Michael Hofstätter
Neeraj K. Mandloi
Ryad Benosman
Christopher W. Rose
Joseph R. Wirthlin
Eniko Lelovics
Judit Bartholy
Rita Pongrácz
Hossam S. Hassanein
Dan Ingold
David Anderson
Jo Ann Lane
Raymond J. Madachy
Richard Turner 0001
Alfons G. Hoekstra
Bastien Chopard
Jean-Luc Falcone
Ashok K. Goel 0001
David A. Joyner
David M. Majerich
Mohammed Sourouri
Tor Gillberg
Xing Cai
Hans-Joachim Bungartz
Martin Schreiber 0001
Philipp Neumann
Stefan Zimmer 0001
Antoni Portero
Roberto Giorgi
Zhibin Yu
Elad Kivelevitch
Kelly Cohen
Manish Kumar 0006
Amjad Gawanmeh
Musa Mohd Mokji
Pouya Bagherpour
Seyed Ali Cheraghi
Erzurumlu Kerem
Hüseyin Temuçin
R. Latha
S. Senthilkumar
V. Manohar
Elena N. Stankova
Natalya Ampilova
Nikita Raba
Guangzhong Sun
Guoliang Chen 0001
Ming Qi
Anita Pongrácz
Bálint Péter Kerekes
Gergely Márton
Gábor Battistig
István Ulbert
László Grand
Richárd Fiáth
Éva Vázsonyi
Michele Ceriotti
Michele Parrinello
C. Rania
S. N. Deepa 0001
Humayun Kabir
Murat Simsek
Neslihan Serap Sengör
Qi-Jun Zhang
Yazi Cao
Anselmo Antunes Montenegro
Diego N. Brandão
Edgar B. Lima
Esteban Walter Gonzalez Clua
Marcelo Panaro de Moraes Zamith
Mauricio Kischinhevsky
Regina Célia P. Leal-Toledo
Abdullah Al-Dhelaan
Adeeb M. Alhomoud
Irfan Awan
Jules Pagna Disso
Rashid Munir
Keith R. Bujak
Paul M. A. Baker
Rich DeMillo
Raouf Khayami
Krzysztof Magiera
Maciej Paszynski
Marcin Sieniek
Marcin Skotniczny
Piotr Gurgul
Edward F. Valeev
Huaijian Zhang
Karol Kowalski
P. Sadayappan
Pai-Wei Lai
Samyam Rajbhandari
Massimo Pitocco
Ali Hamidi
Hadi Salimi
Mohsen Sharifi
Hana Mohelska
Ricardo Pineda
Anna-Maria Rivas McGowan
Colleen M. Seifert
Panos Y. Papalambros
Shanna Daly
Wayne Baker
Ali Turan
Wael I. A. Aly
Y. Alhendal
Barbara Rapaport
Vernon Ireland
A. B. M. Russel
Blair Bethwaite
Colin Enticott
David Abramson
Ian Harper
Martin Lackmann
Mary Vail
Minh Ngoc Dinh
Slavisa Garic
Stefan Schek
Stephen Firth
Fabien Allard
Michel Banâtre
Paul Couderc
Abdul Bashah Mat Ali
Ala' Yaseen Ibrahim Shakhatreh
Jasem Alostad
Mohd Syazwan Abdullah
Mohammad Reza Kargozari
Vahideh Zolfaghari Mashhadi
Balázs Benyó
Gábor Fenyvesi
Levente Kovács
Tamás Haidegger
Zoltán Benyó
Hiroshi Nakatsuji
Masahiro Ehara
Ryoichi Fukuda
Irwin King
Kwong-Sak Leung
Mingzhen Mo
Mohammad Musa Al-Momani
Nadire Cavus
David Warshawsky
Dimitri Mavris
Jan Meizner
Maciej Malawski
Marian Bubak
A. Ditzel
Auke van der Ploeg
Cornelis Vuik
Elwin van't Wout
Martin B. van Gijzen
Alexander Ivanov
Grigory Rechistov
Pavel Shishpor
Vladimir Pentkovski
Remo Suppi
Roberto Solar
Hamideh Babaei
Kaamran Raahemifar
Mahmood Fathy
Morteza Romoozi
Reza Berangi
Daniel DeLaurentis
Navindran Davendralingam
Zhemei Fang
Alfred Herrera
Paul A. Nussbaum
Rosalyn Hobson Hargraves
Rounak Joshi
Daijiro Komaki
Haruo Takemura
Hiroki Miyamoto
Kentaro Shimatani
Kiyoshi Kiyokawa
Shojiro Nishio
Takahiro Hara
Tomohiro Mashita
Toshiaki Uemukai
Farideh Hamidi
Mahin Teimoornia
Seyed Mohammad Reza Imam Jomeh
Somayeh Foroozesh-nia
Ivan G. Guardiola
Ritesh Arora
Shikhar P. Acharya
Carsten Kleiner
Jens Bertram
J. Patrik Adolfsson
Sandor M. Veres
Carla Mauch
Luis Henrique Mauch
Arit Thammano
Wannaporn Teekeng
Agnieszka Czaplicka
Anna Borowiec
Anna Chmiel
Antonios Garas
Arvid Kappas
Daniel Thalmann
David García 0001
Dennis Küster
Di Cai
Elena Tsankova
Frank Schweitzer
Georgios Paltoglou
Grzegorz Dabrowski
Hannes Pirker
Janusz A. Holyst
Julian Sienkiewicz
Junghyun Ahn
Kevan Buckley
Marcin Skowron
Marija Mitrovic
Mathias Theunis
Matthias Trier
Mike Thelwall
Pawel Weronski
Robert Hillmann
Stefan Rank
Stéphane Gobron
Brett E. Shelton
Joel Duffin
Justin Ball
Yuxuan Wang
Alessandro Costantini
Antonio Gómez-Iglesias
Bartek Palak
Dimitriy Yadykin
Francisco Castejón
Isabel Campos Plasencia
Marcin Plóciennik
Marcos López-Caniego
Michal Owsiak
Per Strand
Tomasz Zok
Bertram Ludäscher
Marc T. Facciotti
Phillip Seitzer
Sven Köhler 0003
Marketa Ruzickova
Sarka Hubackova
Florian Rauser
Jan Riehme
Klaus Leppkes
Peter Korn
Uwe Naumann
Elhadi M. Shakshuki
Tarek R. Sheltami
Wael Alghamdi
A. G. Knyazeva
N. K. Evstigneev
Davoud Arasteh
Kazutaka Ueda
Keiji Ogata
Satoru Suto
Takatsune Kumada
Tohru Ifukube
Alejandro Villegas
Emilio L. Zapata
Luis F. Romero
Siham Tabik
Hossein Momeni
Morteza Okhovvat
Alfredo Tirado-Ramos
Angela B. Shiflet
Krzysztof Kurowski
Michal Kierzynka
Milosz Ciznicki
Piotr Kopta
Coralie Sann
Fabrice Maurel
Gaël Dias
Jean-Marc Routoure
Mathieu Vautier
Michèle Molina
Pierre Beust
Radu Dan Gaceanu
Geoffrey C. Fox
Judy Qiu
Seung-Hee Bae
Ramji M. Makwana
Giuseppe Leo
Jean-Michel Gérard
Peter Uhd Jepsen
Stephan Reitzenstein
Abdelaziz Bouras
Muhammad Fahad 0001
Néjib Moalla
Bela Stantic
Peter Darcy
Prapassara Pupunwiwat
Debra Facktor Lepore
Jennifer Ford
John M. Colombi
Ryan Colburn
Yosef Morris
Amina Omarova
Assefaw Hadish Gebremedhin
Boyana Norris
Duc C. Nguyen
Paul D. Hovland
Sri Hari Krishna Narayanan
Leifur Þ. Leifsson
Slawomir Koziel
Stanislav Ogurtsov
Robert G. Belleman
Bartlomiej M. Szyja
Emiel Hensen
Evgeny Pidko
Ramon Groote
Rint Sijbesma
Carlos Duarte
Daniel Costa 0001
Luís Carriço
Nádia Fernandes
Amgad Salama
Mohamed Fathy El-Amin
Shuyu Sun 0001
S. M. Mozammal Hossain
Ann Gabriel
Rebecca Capone
Antonio S. Cofiño
Giovanni Aloisio
Horst Schwichtenberg
Jonathan D. Blower
Monique Petitdidier
Peter Fox 0001
Sandro Fiore
Sebastien Denvil
Hamid Tohidi
Dorottya Cserpán
Péter Érdi
Zoltán Somogyvári
Guangri Xue
Ivan Yotov
Mary F. Wheeler
Blanka Frydrychova Klimova
Margaretha Vreeburg Izzo
Giovana Mira de Espindola
Tomi Kauppinen
Esma Kilic
Ethem Alpaydin
Jong Youl Choi
Marlon E. Pierce
Bruno Després
Alberto Calatroni
Alois Ferscha
Daniel Roggen
David Bannach
Gerhard Tröster
Gerold Hölzl
Hamidreza Bayati
Hesam Sagha
José del R. Millán
Kilian Förster
Marc Kurz
Paul Lukowicz
Ricardo Chavarriaga
Pietro Liò
Stephan Kitchovitch
Manfred Grauer
Rudolf Sprik
Babak Khosravifar
Jamal Bentahar
Mahsa Alishahi
Maziar Gomrokchi
Mohamed Ismail
Neelie Kroes
Benjamin Peherstorfer
Praveen Joshi
Joseph W. Nowak
Shahram Sarkani
Thomas A. Mazzuchi
Abderrafiaa Koukam
Franck Gechter
Jean-Michel Contet
Pablo Gruer
Piërre van de Laar
Teun Hendriks
Hiroshi Daisaka
Junichiro Makino
Kei Hiraki
Mary Inaba
Toshiyuki Fukushige
Yutaka Sugawara
Jaber Kouki
Khaled Ghédira
Walid Chainbi
Adem Karahoca
Dilek Karahoca
Hüseyin Uzunboylu
Dhundy Bastola
Lotfollah Najjar
M. Rahmani
Maryati Mohd Yusof
Phoey Lee Teh
Shahrul Azman Mohd. Noah
Yamen Batch
Darren T. Williams
Paul M. Gibbons
Richard Beasley
Hakima Abou-Rachid
Josée Brisson
Mounir Jaidann
Xavier Lafleur-Lambert
Cihan H. Dagli
Renzhong Wang
James A. G. Henry
Nicholas F. Polys
Farnoosh Merrikh-Bayat
Mohammadreza Keyvanpour
Prasanna Balaprakash
Stefan M. Wild
Craig C. Douglas
Deng Li
Gundolf Haase
Hyoseop Lee
Robert A. Lodder
Adil Baykasoglu
Lale Özbakir
Sinem Kulluk
Irfan Ullah 0002
Jonathan Loo
Martin J. Loomes
Nida Aslam
Roohullah
Antônio Tadeu A. Gomes
Diego Paredes
Frédéric Valentin
Dinan Wang
Guntram Berti
Jörg Bernsdorf
Adnan Al-Anbuky
Hakilo Sabit
Hamid Gholamhosseini
Nathan O. Collier
Frantisek Hunka
Jaroslav Zácek
D. G. Fernández-Pacheco
Julián Francisco Conesa Pastor
Nuria Aleixos
Hiroshi Yadohisa
Ikufumi Takagi
Koji Yamada
Makoto Oshima
Satoshi Endo
Daniel A. Keim
Gennady L. Andrienko
Giuseppe Santucci
Jörn Kohlhammer
Margit Pohl
David Kramer
Holger Marten
Jie Tao 0001
Wolfgang Karl
Gérard Dethier
Pierre Marchot
Pierre-Arnoul de Marneffe
Barry W. Boehm
Supannika Koolmanojwong
Gushan Shi
Jue Wang 0015
Kun Guo
Xuehui Cao
Alison L. Marsden
Amit Majumdar
F. Lanza di Scalea
Mahidhar Tatineni
Yuri Bazilevs
Sahin Uyaver
Chiara Martinengo
Francesco Curatelli
Allaa R. Hilal
Otman A. Basir
Rohan Monteiro
Shahadat Hossain
Ameya Sanzgiri
Shambhu J. Upadhyaya
Steven Salerno
Dominique Houzet
Stéphane Mancini
Tomasz Toczek
Mohammad Mehdi Jabbari
Amir Marzban
Gürsel Serpen
Herbert Kuchen
Steffen Ernsting
Pierre-Henri Maire
Charlie Obimbo
Haochen Zhou
Ryan Wilson
Antoine Perasso
Christophe Guyeux
Jacques M. Bahi
Tim Leung
Asawin Meechai
Dujduan Waraho
Jittrawan Thaiprasit
Supapon Cheevadhanarak
Geert Deconinck
Hakem Beitollahi
Carlos Benavídez
Emmanuelle Gutiérrez y Restrepo
Henry Gutiérrez
Damien Djaouti
Emmanuel Dubois 0001
Francis Lacassagne
Jean-Pierre Jessel
Marwene Kechiche
Minica Houry-Panchetti
Patrice Torguet
Rémi Cabanac
Christoph W. Kessler
Jurgen Brenner
Jörg Keller 0001
Bingmei Fu
Weiwei Yan
Yang Liu 0032
Christian Poellabauer
Gregory R. Madey
Hongsheng Lu
M. Brian Blake
Ryan McCune
Yi Wei 0002
Chungang Chen
Feng Xiao 0001
Xindong Peng
Xingliang Li
Xueshun Shen
Zhaorong Zhuang
Zhengxin Chena
Konstantin Lipnikov
Mikhail J. Shashkov
