key;title;author;booktitle;year;abstract;keywords;organization;type;reviewers;review;decision
journals/procedia/StarkeGWS12;An FPGA Implementation of an Investment Strategy Processor.;Christoph Starke 0001|Lars Wienbrandt|Manfred Schimmler|Vasco Grossmann;ICCS;2012;Est sed aliquam est dolorem dolore.;Relational Databases;Hiroshima University;university;Fuhito Kojima|Heng Luo|Tianbing Xu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Walker12;Hit Me: Blackjack as a Sure Bet for Teaching Algorithmic Skills.;Timothy M. Walker;ICCS;2012;Est sed aliquam est dolorem dolore.;Machine Learning|High Performance Computing;University of JaÃ©n;university;José Francisco Noguera-Aguilar|Robert F. Kane|Raghvendra Singh Shekhawat;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BhowmickS10;Towards high-quality, untangled meshes via a force-directed graph embedding approach.;Sanjukta Bhowmick|Suzanne M. Shontz;ICCS;2010;Est sed aliquam est dolorem dolore.;Big Data|Machine Learning|Computer Networks;China Medical University (Taiwan);university;Maria Patricia Dobson|Haidong Xue|Takashi Chikayama;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GhooshchyKJ11;The effect of sport activity and gender differences on self-perception in adolescents.;Maryam Koushkie Jahromi|Sheida Ghanbari Ghooshchy|Shilan Kameli;WCIT;2011;Est sed aliquam est dolorem dolore.;High Performance Computing|Semantic Data|Data Engineering;University of Oslo;university;Sukanya Balasubramanian|Séverine Toussaert|Benjamin Recht;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MarkramMLGFDKSVDGCS11;Introducing the Human Brain Project.;Alois C. Knoll|Alois Saria|Haim Sompolinsky|Henry Markram|Javier DeFelipe|Jean-Pierre Changeux|Karlheinz Meier|Kris Verstreken|Richard S. Frackowiak|Seth Grant|Stanislas Dehaene|Sten Grillner|Thomas Lippert;FET;2011;Est sed aliquam est dolorem dolore.;High Performance Computing|Semantic Data;OMV Group;company;Harrys Daniilidis|Marc Toussaint|Dinan Wang;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/HamidiMRJ11;Information technology in education.;Farideh Hamidi|Maryam Meshkat|Maryam Rezaee|Mehdi Jafari;WCIT;2011;Est sed aliquam est dolorem dolore.;Computer Networks|Semantic Data|High Performance Computing;University of Ã‰vry Val d'Essonne;university;Hendijanifard Fatemeh|Robin Kaarsgaard|Daniel P. O'Brien;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WangaWY11;Computational method for agent-based E-commerce negotiations with adaptive negotiation behaviors.;Chunxia Yu|Gong Wang|T. N. Wong;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Structures;University of Twente;university;Philippe Mongin|Bruno Schulze|Jaakko Riihimäki;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Merchant12;Role of Safety and Product Integrity.;Shabbir Merchant;CSER;2012;Est sed aliquam est dolorem dolore.;Relational Databases;UniversitÃ© de Namur;university;Ahmed Almajid|Varadarajan V. Chari|Vasiliki Skreta;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/FrancoBFU10;Parallel 3D fast wavelet transform on manycore GPUs and multicore CPUs.;Gregorio Bernabé|Joaquín Franco|Juan Fernández 0001|Manuel Ujaldon;ICCS;2010;Est sed aliquam est dolorem dolore.;Computer Networks|High Performance Computing;University of Milan;university;Marta Z. Kwiatkowska|Anita Fiorentino|Michael Gentzel;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/RochaBGPM12;Web Accessibility and Digital Businesses: The Potential Economic Value of Portuguese People with Disability.;Emanuel Peres|Luís Magalhães|Maximino Bessa|Ramiro Gonçalves|Tânia Rocha;DSAI;2012;Est sed aliquam est dolorem dolore.;Data Structures|Machine Learning;Ally Financial;company;Stefan Haufe|Stephanie Naufel|Keiji Ogata;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/UlutasUN11;Distortion free geometry based secret image sharing.;Güzin Ulutas|Mustafa Ulutas|Vasif V. Nabiyev;WCIT;2011;Est sed aliquam est dolorem dolore.;Semantic Data|Computer Networks;Medical University of Graz;university;Markus Pasterk|John Vickers|Xu Tan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/YilmazVP12;"""An Integer Programming Power Optimization in Storage Systems"".";Muhittin Yilmaz|Pratyush Valluri|Sasikanth Pagadrai;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Semantic Data;Miami University;university;Frank P. Ferrie|Hans Gersbach|Reinhard Johann Maurer;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GanstererK10;On twisted factorizations of block tridiagonal matrices.;Gerhard König|Wilfried N. Gansterer;ICCS;2010;Est sed aliquam est dolorem dolore.;NLP|Data Mining|Data Engineering;University of Leeds;university;Christelle Braun|Philippe Vidal|Michael Rapp;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WadhwaL13;Framework for Implementing Internal Part Traceability in Iron Foundry.;Rhythm S. Wadhwa|Terje K. Lien;CSER;2013;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data|Computer Networks;University of Technology, Sydney;university;Hiroshi Nakatsuji|Gregor Jarosch|Lucy Hoag;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WienbrandtBBSS11;Massively parallel FPGA-based implementation of BLASTp with the two-hit method.;Florian Schatz|Jost Bissel|Lars Wienbrandt|Manfred Schimmler|Stefan Baumgart;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Structures|Data Mining|Computer Networks;BCE;company;Roger Bielefeld|Giuseppe La Rocca|Salah Rifai;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AkhmatskayaR11;Meso-GSHMC: A stochastic algorithm for meso-scale constant temperature simulations.;Elena V. Akhmatskaya|Sebastian Reich;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Mining|Big Data;University of the Algarve;university;Brendan Daley|Thomas Anberrée|Paulo Roberto Massa Cereda;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ObadoDH12;Hidden Markov Model for Shortest Paths Testing to Detect a Wormhole Attack in a Localized Wireless Sensor Network.;Karim Djouani|Victor Obado|Yskandar Hamam;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Computer Networks|High Performance Computing|NLP;Ain Shams University;university;Dilan Görür|Zhiyong Wang 0005|John Wright 0001;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DomschkeKL10;An adaptive model switching and discretization algorithm for gas flow on networks.;Jens Lang 0001|Oliver Kolb|Pia Domschke;ICCS;2010;Est sed aliquam est dolorem dolore.;High Performance Computing;University of Western Australia;university;Walid Mansour|Alessandro Veneziani|Florin O. Bilbiie;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AhmadiAK11;Effect of computer-based training to increase creativity and achievement science, students in fourth grade of elementary.;Gholam Ali Ahmadi|Maryam Khoshbakht|Shobo Abdolmaleki;WCIT;2011;Est sed aliquam est dolorem dolore.;Data Engineering|Big Data;Kimberly-Clark;company;Florian Steinke|Matthew J. Dennis|Richard A. Burgess;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SouthernGPFBP10;Anisotropic mesh adaptivity for cardiac electrophysiology.;Gerard J. Gorman|James Southern|Joe Pitt-Francis|M. D. Piggott|Miguel O. Bernabeu|Patrick E. Farrell;ICCS;2010;Est sed aliquam est dolorem dolore.;NLP|Data Mining|High Performance Computing;Emory University;university;Yu Xia|Barry Bozeman|Ina Simonovska;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DermitzakisCM11;Scaling Laws in Robotics.;James H. Marden|Juan Pablo Carbajal|Konstantinos Dermitzakis;FET;2011;Est sed aliquam est dolorem dolore.;Machine Learning;London School of Economics;university;Vasileios Koutavas|Chuanhua Xu|Stefano Bellucci;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AtanasovW11;Query-driven Multiscale Data Postprocessing in Computational Fluid Dynamics.;Atanas Atanasov|Tobias Weinzierl;ICCS;2011;Est sed aliquam est dolorem dolore.;Big Data|Data Engineering|Semantic Data;George Washington University;university;Patricia Rich|Kazuya Kamiya|Celina Raffl;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WuL12;Local Control of Autonomous Power Inverters in a Microgrid.;Andy G. Lozowski|Wei Wu;CSER;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data;Wilfrid Laurier University;university;Erik P. de Vink|Hartmut Kaiser|Laurent Van Begin;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/McDermottRGL13;Multi-level Modeling of Complex Socio-Technical Systems.;Margaret L. Loper|Seymour E. Goodman|Tom McDermott|William Rouse;CSER;2013;Est sed aliquam est dolorem dolore.;Big Data|Machine Learning|Data Mining;Møller-Maersk;company;Teck-Hou Teng|Elisabete Nakoneczny Moraes|Daniel Freund 0002;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/JaishankarP11;3D Off-Line Path Planning For Aerial Vehicle Using Distance Transform Technique.;R. N. Pralhad|S. Jaishankar;ICCS;2011;Est sed aliquam est dolorem dolore.;High Performance Computing;Weizmann Institute of Science;university;Yan Liu 0002|Larry Karp|Elizabeth A. Boyd;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Pace12;BSP vs MapReduce.;Matthew Felice Pace;ICCS;2012;Est sed aliquam est dolorem dolore.;Computer Networks;University of California, Los Angeles;university;David McAdams|Margit Sutrop|Jacob Glazer;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/UlonskaW13;Need Finding for the Development of a Conceptional, Engineering- Driven Framework for Improved Product Documentation.;Sören Ulonska|Torgeir Welo;CSER;2013;Est sed aliquam est dolorem dolore.;Data Structures|NLP|Semantic Data;DISH Network;company;Juanying Xie|Naftali Tishby|Wafaa Ait-Cheik-Bihi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/LiS12;Simulating Heterogeneous and Larger-Scale Wireless Sensor Networks with TOSSIM TinyOS Emulator.;Gürsel Serpen|Jiakai Li;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Relational Databases|Semantic Data;Trinity College, Dublin;university;Juuso Välimäki|Julien Prat|Amanda Friedenberg;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/TilmesYH11;Distinguishing Provenance Equivalence of Earth Science Data.;Curt Tilmes|Milton Halem|Yelena Yesha;ICCS;2011;Est sed aliquam est dolorem dolore.;High Performance Computing|Machine Learning|NLP;Ludwig Maximilian University of Munich;university;Martin Hyland|Maurizio A. Spirito|Hongyuan Zha;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KafiCDBKB12;A study of Wireless Sensor Network Architectures and Projects for Traffic Light Monitoring.;Abdelmadjid Bouabdallah|Djamel Djenouri|Lyes Khelladi|Mohamed Amine Kafi|Nadjib Badache|Yacine Challal;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Computer Networks|Data Mining;Ruprecht Karl University of Heidelberg;university;Jong Yong Abdiel Foo|Janneke van de Loo|Marcin Sieniek;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GeorgievVG11;Feature Selection for Multiclass Problems Based on Information Weights.;George Georgiev|Iren Valova|Natacha Gueorguieva;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;Data Mining;Drexel University;university;David Anderson|Yong Yu 0001|Phillip O'Connell;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AguirreT12;An Evolutionary Game Theory Approach for Intelligent Patrolling.;Heidi A. Taboada|Oswaldo Aguirre;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Big Data;UnitedHealth Group;company;Osama A. Mehdi|Jitka Stríbrná|Wael I. A. Aly;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AguirreT11;A Clustering Method Based on Dynamic Self Organizing Trees for Post-Pareto Optimality Analysis.;Heidi A. Taboada|Oswaldo Aguirre;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;Data Engineering|Relational Databases;Athene Holding;company;Pedro Sánchez Terraf|Matthieu Myrsky|Hub A. E. Zwart;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/VitaleROM11;Exploring Ancient Landscapes Under Lake Huron Using Cultural Algorithms.;Guy Meadows|John O'Shea|Kevin Vitale|Robert G. Reynolds;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;NLP|Data Mining|Data Structures;National Cheng Kung University;university;Boris Perez|Mohammed Nadjib Khenkhar|Ameet Talwalkar;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Amado-SalvatierraHH12;Implementation of Accessibility Standards in the Process of Course Design in Virtual Learning Environments.;Hector R. Amado-Salvatierra|José Ramón Hilera|Rocael Hernández;DSAI;2012;Est sed aliquam est dolorem dolore.;Relational Databases;Royal College of Surgeons in Ireland;university;Daniel M. Roy 0001|Anthony Ziegelmeyer|C. Croquet;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DabkowskiERV13;Network Science Enabled Cost Estimation in Support of MBSE.;Ben Reidy|Jose Estrada|Matthew Dabkowski|Ricardo Valerdi;CSER;2013;Est sed aliquam est dolorem dolore.;Relational Databases;Beijing Jiaotong University;university;Gaston Navarro|Kenneth R. Jackson|Saadia Mahmud;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Gosavi12;Approximate Policy Iteration for Markov Control Revisited.;Abhijit Gosavi;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Semantic Data;Florida International University;university;Adrien Depeursinge|Felix Blind|Chrysanthi Tziortzioti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/OanceaARI11;Parallel algorithms for large scale econometric models.;Andreea Iluzia Iacob|Bogdan Oancea|Ion Gh. Rosca|Tudorel Andrei;WCIT;2011;Est sed aliquam est dolorem dolore.;NLP|Relational Databases;University of Western Australia;university;Gábor Lugosi|Bingsheng He|Tomoki Masuda;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ShakshukiY11;Preface.;Elhadi M. Shakshuki|Muhammad Younas 0001;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Relational Databases|Data Engineering|High Performance Computing;Saitama Medical University;university;Karsten Fieseler|Jesper Rüdiger|Madhav Chandrasekher;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Saadouli10;Computationally efficient solution algorithm for a large scale stochastic dynamic program.;Nasreddine Saadouli;ICCS;2010;Est sed aliquam est dolorem dolore.;Computer Networks;Hebrew University of Jerusalem;university;Andrea Galeotti|Wim Westera|Agnieszka Czaplicka;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/CheikhrouhouKDAA11;LNT: a Logical Neighbor Tree for Secure Group Management in Wireless Sensor Networks.;Anis Koubaa|Gianluca Dini|Hani Alzaid|Mohamed Abid|Omar Cheikhrouhou;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;NLP;University of Rome Tor Vergata;university;Alberto Giovanni Busetto|Moez A. AbdelGawad|Paramveer S. Dhillon;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/NaumovHS10;The influence of mitoses rate on growth dynamics of a cellular automata model of tumour growth.;Alfons G. Hoekstra|Lev Naumov|Peter M. A. Sloot;ICCS;2010;Est sed aliquam est dolorem dolore.;Computer Networks|Machine Learning|Relational Databases;Ain Shams University;university;Ana Isabel Martins|Evgeniy Zharovsky|Subhash C. Agrawal;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Strand11;Community Earth System Model Data Management: Policies and Challenges.;Gary Strand;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Engineering;Konkuk University;university;Josef Marousek|Aurélien Baillon|Willem Waegeman;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BarakatT10;An image-based approach to interactive crease extraction and rendering.;Samer S. Barakat|Xavier Tricoche;ICCS;2010;Est sed aliquam est dolorem dolore.;NLP;L3Harris Technologies;company;Hao Shen|John A. Quinn|Sheetal Swaroop Payyavula;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/IwaiWM11;Proposal for Dynamic Organization of Service Networks over a Wireless Sensor and Actuator Network.;Masayuki Murata|Naoki Wakamiya|Takuya Iwai;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Relational Databases|High Performance Computing;University of Jena;university;Nima Taghipour|Fernando Pereira 0003|David H. D. Warren;Sed porro dolor numquam eius consectetur ipsum.;accepted
